,Open,High,Low,Close,Volume,Dividends,Stock Splits,AdjClose,word_count,type_of_material,_id,abstract,lead_paragraph,snippet,headline.main,text,relevance_rank,keyword_counts,polarity,subjectivity,finbert-sentiment-score,finbert-bin,market_or_media
2020-07-08 04:00:00+00:00,75.04000091552734,75.55850219726562,74.61499786376953,75.18000030517578,31766000.0,0.0,0.0,75.18000030517578,,,,,,,,,,,,,,,market
2020-07-08 16:43:31+00:00,,,,,,,,,1169.0,News,nyt://article/447f2a8f-6b01-5a7f-94e2-44715be6494e,Why we should all care who controls the invisible infrastructure of the global internet.,This article is part of the On Tech newsletter. You can sign up here to receive it weekdays.,Why we should all care who controls the invisible infrastructure of the global internet.,The Tech Giants’ Invisible Helpers,Why we should all care who controls the invisible infrastructure of the global internet. This article is part of the On Tech newsletter. You can sign up here to receive it weekdays. Why we should all care who controls the invisible infrastructure of the global internet. The Tech Giants’ Invisible Helpers ,3.0,0.0,0.0,0.0,0.0,0.0,media
2020-07-09 04:00:00+00:00,75.49649810791016,76.45700073242188,74.77950286865234,75.93299865722656,41836000.0,0.0,0.0,75.93299865722656,,,,,,,,,,,,,,,market
2020-07-10 04:00:00+00:00,75.6624984741211,77.06700134277344,75.03600311279297,76.95050048828125,35918000.0,0.0,0.0,76.95050048828125,,,,,,,,,,,,,,,market
2020-07-13 04:00:00+00:00,77.49700164794922,78.81800079345703,75.3280029296875,75.61150360107422,42954000.0,0.0,0.0,75.61150360107422,,,,,,,,,,,,,,,market
2020-07-13 07:00:09+00:00,,,,,,,,,1299.0,News,nyt://article/88956e5e-854c-50ba-ad60-7f79aaff908a,A document sent by the search giant to Australian regulators argues that the company doesn’t control enough of the digital ad industry to overcharge customers or block competitors.,WASHINGTON — Google has largely stayed quiet about its conversations with federal investigators as the Justice Department has looked into whether the company abused its dominance of the online advertising market.,A document sent by the search giant to Australian regulators argues that the company doesn’t control enough of the digital ad industry to overcharge customers or block competitors.,How May Google Fight an Antitrust Case? Look at This Little-Noticed Paper,A document sent by the search giant to Australian regulators argues that the company doesn’t control enough of the digital ad industry to overcharge customers or block competitors. WASHINGTON — Google has largely stayed quiet about its conversations with federal investigators as the Justice Department has looked into whether the company abused its dominance of the online advertising market. A document sent by the search giant to Australian regulators argues that the company doesn’t control enough of the digital ad industry to overcharge customers or block competitors. How May Google Fight an Antitrust Case? Look at This Little-Noticed Paper ,1.0,2.0,0.0214285714285714,0.3761904761904762,-0.6010151505470276,-1.0,media
2020-07-13 17:30:23+00:00,,,,,,,,,1167.0,News,nyt://article/5b3e2d4d-854b-528e-b81f-b98773dce0b8,There’s a power imbalance between the internet companies and those who make the posts and videos.,This article is part of the On Tech newsletter. You can sign up here to receive it weekdays.,There’s a power imbalance between the internet companies and those who make the posts and videos.,YouTube’s Factory Workers Are Angry,There’s a power imbalance between the internet companies and those who make the posts and videos. This article is part of the On Tech newsletter. You can sign up here to receive it weekdays. There’s a power imbalance between the internet companies and those who make the posts and videos. YouTube’s Factory Workers Are Angry ,3.0,0.0,-0.5,1.0,-0.7832357287406921,-1.0,media
2020-07-14 04:00:00+00:00,74.6395034790039,76.13999938964844,74.29650115966797,76.04299926757812,38108000.0,0.0,0.0,76.04299926757812,,,,,,,,,,,,,,,market
2020-07-14 09:00:16+00:00,,,,,,,,,1840.0,Op-Ed,nyt://article/0b5045f6-2e12-5c47-ac6d-dbaf6fe43c31,What we talk about when we talk about “cancellation.”,"Cancel culture is destroying liberalism. No, cancel culture doesn’t exist. No, it has always existed; remember when Brutus and Cassius canceled Julius Caesar? No, it exists but it’s just a bunch of rich entitled celebrities complaining that people can finally talk back to them on Twitter. No, it doesn’t exist except when it’s good and the canceled deserve it. Actually, it does exist, but — well, look, I can’t explain it to you until you’ve read at least four open letters on the subject.",What we talk about when we talk about “cancellation.”,10 Theses About Cancel Culture,"What we talk about when we talk about “cancellation.” Cancel culture is destroying liberalism. No, cancel culture doesn’t exist. No, it has always existed; remember when Brutus and Cassius canceled Julius Caesar? No, it exists but it’s just a bunch of rich entitled celebrities complaining that people can finally talk back to them on Twitter. No, it doesn’t exist except when it’s good and the canceled deserve it. Actually, it does exist, but — well, look, I can’t explain it to you until you’ve read at least four open letters on the subject. What we talk about when we talk about “cancellation.” 10 Theses About Cancel Culture ",5.0,0.0,0.0453703703703703,0.4092592592592592,0.0,0.0,media
2020-07-15 04:00:00+00:00,76.1614990234375,76.81649780273438,74.8915023803711,75.84400177001953,31026000.0,0.0,0.0,75.84400177001953,,,,,,,,,,,,,,,market
2020-07-16 04:00:00+00:00,75.07499694824219,75.79550170898438,74.41349792480469,75.74600219726562,26484000.0,0.0,0.0,75.74600219726562,,,,,,,,,,,,,,,market
2020-07-17 04:00:00+00:00,75.84549713134766,76.17150115966797,74.90499877929688,75.84249877929688,34264000.0,0.0,0.0,75.84249877929688,,,,,,,,,,,,,,,market
2020-07-20 04:00:00+00:00,75.75,78.45050048828125,75.13500213623047,78.19200134277344,30166000.0,0.0,0.0,78.19200134277344,,,,,,,,,,,,,,,market
2020-07-20 16:49:44+00:00,,,,,,,,,1079.0,News,nyt://article/a6c22cfb-b662-5821-8f49-6bd761a9afb8,He has the perfect work-from-home job. And even he misses people.,This article is part of the On Tech newsletter. You can sign up here to receive it weekdays.,He has the perfect work-from-home job. And even he misses people.,How Porky Pig Works From Home,He has the perfect work-from-home job. And even he misses people. This article is part of the On Tech newsletter. You can sign up here to receive it weekdays. He has the perfect work-from-home job. And even he misses people. How Porky Pig Works From Home ,3.0,0.0,1.0,1.0,0.0,0.0,media
2020-07-20 17:35:34+00:00,,,,,,,,,1192.0,News,nyt://article/997ffa2b-a9ea-5767-b42c-e739ddd2b0c2,Some government agencies that use the software said they were surprised that Google may pick up the locations of certain app users. Others said they had unsuccessfully pushed Google to make a change.,"When Google and Apple announced plans in April for free software to help alert people of their possible exposure to the coronavirus, the companies promoted it as “privacy preserving” and said it would not track users’ locations. Encouraged by those guarantees, Germany, Switzerland and other countries used the code to develop national virus alert apps that have been downloaded more than 20 million times.",Some government agencies that use the software said they were surprised that Google may pick up the locations of certain app users. Others said they had unsuccessfully pushed Google to make a change.,Google Promises Privacy With Virus App but Can Still Collect Location Data,"Some government agencies that use the software said they were surprised that Google may pick up the locations of certain app users. Others said they had unsuccessfully pushed Google to make a change. When Google and Apple announced plans in April for free software to help alert people of their possible exposure to the coronavirus, the companies promoted it as “privacy preserving” and said it would not track users’ locations. Encouraged by those guarantees, Germany, Switzerland and other countries used the code to develop national virus alert apps that have been downloaded more than 20 million times. Some government agencies that use the software said they were surprised that Google may pick up the locations of certain app users. Others said they had unsuccessfully pushed Google to make a change. Google Promises Privacy With Virus App but Can Still Collect Location Data ",5.0,6.0,0.1754464285714286,0.7022321428571429,0.0,0.0,media
2020-07-21 04:00:00+00:00,79.25150299072266,79.35250091552734,77.63099670410156,77.7959976196289,27486000.0,0.0,0.0,77.7959976196289,,,,,,,,,,,,,,,market
2020-07-21 18:42:22+00:00,,,,,,,,,1021.0,News,nyt://article/995e0af8-0474-5b33-8407-e40dec426790,"Apple said on Tuesday its devices would be carbon-neutral by 2030, making it the latest tech giant to ramp up voluntary climate targets.","The titans of the tech industry like to think of themselves as solvers of big world problems, and, lately, they’re tripping over themselves to show that they are working to solve a problem for which they, too, are culpable: climate change.","Apple said on Tuesday its devices would be carbon-neutral by 2030, making it the latest tech giant to ramp up voluntary climate targets.","Big Tech Has a Big Climate Problem. Now, It’s Being Forced to Clean Up.","Apple said on Tuesday its devices would be carbon-neutral by 2030, making it the latest tech giant to ramp up voluntary climate targets. The titans of the tech industry like to think of themselves as solvers of big world problems, and, lately, they’re tripping over themselves to show that they are working to solve a problem for which they, too, are culpable: climate change. Apple said on Tuesday its devices would be carbon-neutral by 2030, making it the latest tech giant to ramp up voluntary climate targets. Big Tech Has a Big Climate Problem. Now, It’s Being Forced to Clean Up. ",3.0,0.0,0.0766666666666666,0.5599999999999999,0.0,0.0,media
2020-07-21 19:18:43+00:00,,,,,,,,,788.0,News,nyt://article/a7ee5ea2-4306-5c1a-99bc-f75bea16cee9,"What happens when you invite staff members to make a Google Doc, write about what they’re thinking and doing during the pandemic, and make it public? “Notes From Our Homes to Yours” brings journalists and readers closer.","Times Insider explains who we are and what we do, and delivers behind-the-scenes insights into how our journalism comes together.","What happens when you invite staff members to make a Google Doc, write about what they’re thinking and doing during the pandemic, and make it public? “Notes From Our Homes to Yours” brings journalists and readers closer.",The New York Times Has Shared a File With You,"What happens when you invite staff members to make a Google Doc, write about what they’re thinking and doing during the pandemic, and make it public? “Notes From Our Homes to Yours” brings journalists and readers closer. Times Insider explains who we are and what we do, and delivers behind-the-scenes insights into how our journalism comes together. What happens when you invite staff members to make a Google Doc, write about what they’re thinking and doing during the pandemic, and make it public? “Notes From Our Homes to Yours” brings journalists and readers closer. The New York Times Has Shared a File With You ",1.0,2.0,0.0454545454545454,0.1959595959595959,0.0,0.0,media
2020-07-22 04:00:00+00:00,77.7854995727539,78.3489990234375,77.1614990234375,78.24250030517578,24482000.0,0.0,0.0,78.24250030517578,,,,,,,,,,,,,,,market
2020-07-23 04:00:00+00:00,78.29650115966797,78.51750183105469,75.42949676513672,75.8375015258789,33910000.0,0.0,0.0,75.8375015258789,,,,,,,,,,,,,,,market
2020-07-24 04:00:00+00:00,74.95950317382812,75.77149963378906,74.37950134277344,75.4104995727539,29902000.0,0.0,0.0,75.4104995727539,,,,,,,,,,,,,,,market
2020-07-24 09:00:42+00:00,,,,,,,,,2942.0,News,nyt://article/5c77eb6c-1d4f-5ad3-8ac8-8788ec3e00d5,"Google, Amazon and Qualcomm finance a George Mason University institute teaching a hands-off approach to antitrust regulators and judges.","HUNTINGTON BEACH, Calif. — A year ago, antitrust officials from Australia, Brazil, China, Japan and eight other countries enjoyed $110-a-plate steak dinners and unlimited pours from $70 bottles of wine at a beachfront hotel surrounded by panoramic views of the sun setting over the Pacific Ocean.","Google, Amazon and Qualcomm finance a George Mason University institute teaching a hands-off approach to antitrust regulators and judges.",Big Tech Funds a Think Tank Pushing for Fewer Rules. For Big Tech.,"Google, Amazon and Qualcomm finance a George Mason University institute teaching a hands-off approach to antitrust regulators and judges. HUNTINGTON BEACH, Calif. — A year ago, antitrust officials from Australia, Brazil, China, Japan and eight other countries enjoyed $110-a-plate steak dinners and unlimited pours from $70 bottles of wine at a beachfront hotel surrounded by panoramic views of the sun setting over the Pacific Ocean. Google, Amazon and Qualcomm finance a George Mason University institute teaching a hands-off approach to antitrust regulators and judges. Big Tech Funds a Think Tank Pushing for Fewer Rules. For Big Tech. ",3.0,2.0,0.09375,0.31875,0.0,0.0,media
2020-07-24 17:28:50+00:00,,,,,,,,,1134.0,News,nyt://article/df226700-7a64-505a-8922-9fcfe70d9fe5,Technology was supposed to be all about welcoming newcomers. But is it?,This article is part of the On Tech newsletter. You can sign up here to receive it weekdays.,Technology was supposed to be all about welcoming newcomers. But is it?,Digital Habits Are Hard to Break,Technology was supposed to be all about welcoming newcomers. But is it? This article is part of the On Tech newsletter. You can sign up here to receive it weekdays. Technology was supposed to be all about welcoming newcomers. But is it? Digital Habits Are Hard to Break ,1.0,0.0,-0.1458333333333333,0.2708333333333333,0.0,0.0,media
2020-07-27 04:00:00+00:00,75.66300201416016,76.87799835205078,75.61650085449219,76.47149658203125,27124000.0,0.0,0.0,76.47149658203125,,,,,,,,,,,,,,,market
2020-07-28 04:00:00+00:00,76.25,76.30049896240234,75.0260009765625,75.18250274658203,30910000.0,0.0,0.0,75.18250274658203,,,,,,,,,,,,,,,market
2020-07-28 11:30:48+00:00,,,,,,,,,1865.0,News,nyt://article/c55a25ed-11b2-5cc8-8b56-cbc78ec5f6e1,The bosses of four tech giants are preparing to defend themselves at a congressional hearing against claims of anti-competitive behavior.," There is a lot of chatter about David Solomon’s D.J. gig at a packed Hamptons concert over the weekend, where a seeming lack of social distancing has led to an investigation by the New York health authorities. For the Goldman Sachs chief, eyebrows are being raised about his judgment, along with a healthy dose of schadenfreude. More below. (Want this delivered to your inbox each morning? Sign up here.)",The bosses of four tech giants are preparing to defend themselves at a congressional hearing against claims of anti-competitive behavior.,Tech’s ‘Big Tobacco’ Moment,"The bosses of four tech giants are preparing to defend themselves at a congressional hearing against claims of anti-competitive behavior.  There is a lot of chatter about David Solomon’s D.J. gig at a packed Hamptons concert over the weekend, where a seeming lack of social distancing has led to an investigation by the New York health authorities. For the Goldman Sachs chief, eyebrows are being raised about his judgment, along with a healthy dose of schadenfreude. More below. (Want this delivered to your inbox each morning? Sign up here.) The bosses of four tech giants are preparing to defend themselves at a congressional hearing against claims of anti-competitive behavior. Tech’s ‘Big Tobacco’ Moment ",3.0,0.0,0.2339393939393939,0.3242424242424243,0.0,0.0,media
2020-07-29 04:00:00+00:00,75.25,76.66649627685547,75.15049743652344,76.17549896240234,22676000.0,0.0,0.0,76.17549896240234,,,,,,,,,,,,,,,market
2020-07-29 10:58:59+00:00,,,,,,,,,1929.0,News,nyt://article/0940b65d-fd71-5ab3-b13e-28d0e504a2d1,How to get answers from the tech executives testifying at a high-profile congressional hearing today.,Want this delivered to your inbox each day? Sign up here.,How to get answers from the tech executives testifying at a high-profile congressional hearing today.,We Have Questions,How to get answers from the tech executives testifying at a high-profile congressional hearing today. Want this delivered to your inbox each day? Sign up here. How to get answers from the tech executives testifying at a high-profile congressional hearing today. We Have Questions ,3.0,0.0,0.0,0.0,0.0,0.0,media
2020-07-29 15:16:19+00:00,,,,,,,,,0.0,Video,nyt://video/be70fdbe-80fb-5683-9758-8ef052cf7dbb,"Jeff Bezos of Amazon, Tim Cook of Apple, Mark Zuckerberg of Facebook and Sundar Pichai of Google will answer questions from House lawmakers about their business practices.","Jeff Bezos of Amazon, Tim Cook of Apple, Mark Zuckerberg of Facebook and Sundar Pichai of Google will answer questions from House lawmakers about their business practices.","Jeff Bezos of Amazon, Tim Cook of Apple, Mark Zuckerberg of Facebook and Sundar Pichai of Google will answer questions from House lawmakers about their business practices.",Watch Live: Tech C.E.O.s Testify Before Congress,"Jeff Bezos of Amazon, Tim Cook of Apple, Mark Zuckerberg of Facebook and Sundar Pichai of Google will answer questions from House lawmakers about their business practices. Jeff Bezos of Amazon, Tim Cook of Apple, Mark Zuckerberg of Facebook and Sundar Pichai of Google will answer questions from House lawmakers about their business practices. Jeff Bezos of Amazon, Tim Cook of Apple, Mark Zuckerberg of Facebook and Sundar Pichai of Google will answer questions from House lawmakers about their business practices. Watch Live: Tech C.E.O.s Testify Before Congress ",3.0,3.0,0.1363636363636363,0.5,0.0,0.0,media
2020-07-29 16:01:54+00:00,,,,,,,,,1221.0,News,nyt://article/0bd1b1f0-7f90-5da2-bc7b-7b8cac4430ce,"Members of Congress may say dumb things at the tech hearing, but it’s not necessarily their fault.",This article is part of the On Tech newsletter. You can sign up here to receive it weekdays.,"Members of Congress may say dumb things at the tech hearing, but it’s not necessarily their fault.",Congress Doesn’t Get Big Tech. By Design.,"Members of Congress may say dumb things at the tech hearing, but it’s not necessarily their fault. This article is part of the On Tech newsletter. You can sign up here to receive it weekdays. Members of Congress may say dumb things at the tech hearing, but it’s not necessarily their fault. Congress Doesn’t Get Big Tech. By Design. ",5.0,0.0,-0.15,0.62,0.0,0.0,media
2020-07-29 20:45:40+00:00,,,,,,,,,0.0,Video,nyt://video/986e21d2-1b3b-5fc5-9f3c-fa9509244c78,"Sundar Pichai, Google’s chief executive, faced questions from Representative Val Demings about user data and privacy.","Sundar Pichai, Google’s chief executive, faced questions from Representative Val Demings about user data and privacy.","Sundar Pichai, Google’s chief executive, faced questions from Representative Val Demings about user data and privacy.","‘Very Easy For Users to Be In Control of Their Data,’ Google C.E.O. Says","Sundar Pichai, Google’s chief executive, faced questions from Representative Val Demings about user data and privacy. Sundar Pichai, Google’s chief executive, faced questions from Representative Val Demings about user data and privacy. Sundar Pichai, Google’s chief executive, faced questions from Representative Val Demings about user data and privacy. ‘Very Easy For Users to Be In Control of Their Data,’ Google C.E.O. Says ",3.0,4.0,0.5633333333333334,1.0,0.0,0.0,media
2020-07-29 21:51:25+00:00,,,,,,,,,933.0,News,nyt://article/d9705903-55cb-5c5f-9191-ed7afe490afd,"It’s a tongue twister, but also a strategy. Jeff Bezos, Mark Zuckerberg, Tim Cook and Sundar Pichai appeared before Congress and dressed the part.","They didn’t look like titans. They didn’t look like masters of the universe. They didn’t look like “emperors of the online economy,” as Representative David Cicilline, chairman of the antitrust subcommittee of the House Judiciary Committee and Democrat from Rhode Island, called them. Nor did they look like “cyber barons,” as Representative Jamie Raskin, a Democrat from Maryland, said.","It’s a tongue twister, but also a strategy. Jeff Bezos, Mark Zuckerberg, Tim Cook and Sundar Pichai appeared before Congress and dressed the part.",Titans of Tech Testify in Their Trust-Me Suits,"It’s a tongue twister, but also a strategy. Jeff Bezos, Mark Zuckerberg, Tim Cook and Sundar Pichai appeared before Congress and dressed the part. They didn’t look like titans. They didn’t look like masters of the universe. They didn’t look like “emperors of the online economy,” as Representative David Cicilline, chairman of the antitrust subcommittee of the House Judiciary Committee and Democrat from Rhode Island, called them. Nor did they look like “cyber barons,” as Representative Jamie Raskin, a Democrat from Maryland, said. It’s a tongue twister, but also a strategy. Jeff Bezos, Mark Zuckerberg, Tim Cook and Sundar Pichai appeared before Congress and dressed the part. Titans of Tech Testify in Their Trust-Me Suits ",5.0,0.0,0.0,0.0,0.0,0.0,media
2020-07-30 04:00:00+00:00,74.89849853515625,77.04450225830078,74.75849914550781,76.91850280761719,36042000.0,0.0,0.0,76.91850280761719,,,,,,,,,,,,,,,market
2020-07-31 04:00:00+00:00,74.85250091552734,75.2509994506836,72.69999694824219,74.39749908447266,91468000.0,0.0,0.0,74.39749908447266,,,,,,,,,,,,,,,market
2020-07-31 11:28:12+00:00,,,,,,,,,1955.0,News,nyt://article/bdbaa5c8-9ee5-5b01-b762-c6c66214f07f,Big tech companies reported bumper profits in the shadow of congressional scrutiny over their outsize market power.," You won’t want to miss our next DealBook Debrief call, where we will discuss racial injustice and corporate America with special guest Nikole Hannah-Jones, The Times’s domestic correspondent and creator of The 1619 Project. What more is needed from the business community to produce lasting change? Join us on Thursday, Aug. 6 at 11 a.m. Eastern to find out. R.S.V.P. here. (Want this delivered to your inbox each day? Sign up here.)",Big tech companies reported bumper profits in the shadow of congressional scrutiny over their outsize market power.,They Made How Much?,"Big tech companies reported bumper profits in the shadow of congressional scrutiny over their outsize market power.  You won’t want to miss our next DealBook Debrief call, where we will discuss racial injustice and corporate America with special guest Nikole Hannah-Jones, The Times’s domestic correspondent and creator of The 1619 Project. What more is needed from the business community to produce lasting change? Join us on Thursday, Aug. 6 at 11 a.m. Eastern to find out. R.S.V.P. here. (Want this delivered to your inbox each day? Sign up here.) Big tech companies reported bumper profits in the shadow of congressional scrutiny over their outsize market power. They Made How Much? ",4.0,0.0,0.1174603174603174,0.1746031746031746,0.0,0.0,media
2020-08-03 04:00:00+00:00,74.55000305175781,74.8864974975586,73.58599853515625,74.13800048828125,45482000.0,0.0,0.0,74.13800048828125,,,,,,,,,,,,,,,market
2020-08-03 15:00:09+00:00,,,,,,,,,1138.0,News,nyt://article/99701a1b-b73c-545e-9aa5-aa67cbdaf388,"Yes, you can now pay less than $399 for a smartphone — and it won’t stink.","People generally adore Google for bringing useful technology to the masses at an aggressively low price, if not free.","Yes, you can now pay less than $399 for a smartphone — and it won’t stink.","Google Pixel 4A Review: At $350, a Win for Those on a Budget","Yes, you can now pay less than $399 for a smartphone — and it won’t stink. People generally adore Google for bringing useful technology to the masses at an aggressively low price, if not free. Yes, you can now pay less than $399 for a smartphone — and it won’t stink. Google Pixel 4A Review: At $350, a Win for Those on a Budget ",5.0,2.0,0.0880952380952381,0.3047619047619047,0.0,0.0,media
2020-08-04 04:00:00+00:00,74.33550262451172,74.65550231933594,73.20149993896484,73.66500091552734,37212000.0,0.0,0.0,73.66500091552734,,,,,,,,,,,,,,,market
2020-08-04 09:00:20+00:00,,,,,,,,,911.0,Op-Ed,nyt://article/80d7aa70-1802-5550-b29e-305793902f9d,Theatrics distracted from the real payoff of the congressional hearings: the subpoenaed documents.,"The spectacle of the chief executives of Amazon, Apple, Facebook and Google’s parent testifying before Congress last week made for good TV drama. Yet the theatrics of the showdown distracted from the real payoff of the hearings: the accompanying cache of subpoenaed emails and texts from the past decade and a half. These documents provide compelling evidence — long rumored but seldom established — that the companies, especially Facebook and Amazon, in their rise to dominance did not always play by the rules and apparently violated antitrust laws.",Theatrics distracted from the real payoff of the congressional hearings: the subpoenaed documents.,What Years of Emails and Texts Reveal About Your Friendly Tech Companies,"Theatrics distracted from the real payoff of the congressional hearings: the subpoenaed documents. The spectacle of the chief executives of Amazon, Apple, Facebook and Google’s parent testifying before Congress last week made for good TV drama. Yet the theatrics of the showdown distracted from the real payoff of the hearings: the accompanying cache of subpoenaed emails and texts from the past decade and a half. These documents provide compelling evidence — long rumored but seldom established — that the companies, especially Facebook and Amazon, in their rise to dominance did not always play by the rules and apparently violated antitrust laws. Theatrics distracted from the real payoff of the congressional hearings: the subpoenaed documents. What Years of Emails and Texts Reveal About Your Friendly Tech Companies ",4.0,1.0,0.1298611111111111,0.4027777777777777,0.0,0.0,media
2020-08-04 16:33:07+00:00,,,,,,,,,640.0,News,nyt://article/e4f5e441-a6fb-5fb4-973b-96ff1b08b39a,Authorities are investigating how Google will use health and wellness data collected from Fitbit’s fitness tracking devices.,"LONDON — European Union authorities on Tuesday announced an investigation into Google’s $2.1 billion purchase of the fitness-tracking company Fitbit, raising alarms about the health data the internet giant would be acquiring as part of the deal.",Authorities are investigating how Google will use health and wellness data collected from Fitbit’s fitness tracking devices.,Google Faces European Inquiry Into Fitbit Acquisition,"Authorities are investigating how Google will use health and wellness data collected from Fitbit’s fitness tracking devices. LONDON — European Union authorities on Tuesday announced an investigation into Google’s $2.1 billion purchase of the fitness-tracking company Fitbit, raising alarms about the health data the internet giant would be acquiring as part of the deal. Authorities are investigating how Google will use health and wellness data collected from Fitbit’s fitness tracking devices. Google Faces European Inquiry Into Fitbit Acquisition ",2.0,4.0,0.0,0.3333333333333333,-0.518695056438446,-1.0,media
2020-08-05 00:43:55+00:00,,,,,,,,,649.0,News,nyt://article/797ce314-a4e8-502a-93c1-2f1acffe20a6,"Anthony Levandowski, a onetime star Silicon Valley engineer of self-driving cars, had pleaded guilty to stealing trade secrets.","OAKLAND, Calif. — Anthony Levandowski, a pioneer of self-driving car technology in Silicon Valley, had once been feted by companies such as Google and Uber for his engineering expertise.","Anthony Levandowski, a onetime star Silicon Valley engineer of self-driving cars, had pleaded guilty to stealing trade secrets.",Star Technologist Who Crossed Google Sentenced to 18 Months in Prison,"Anthony Levandowski, a onetime star Silicon Valley engineer of self-driving cars, had pleaded guilty to stealing trade secrets. OAKLAND, Calif. — Anthony Levandowski, a pioneer of self-driving car technology in Silicon Valley, had once been feted by companies such as Google and Uber for his engineering expertise. Anthony Levandowski, a onetime star Silicon Valley engineer of self-driving cars, had pleaded guilty to stealing trade secrets. Star Technologist Who Crossed Google Sentenced to 18 Months in Prison ",5.0,2.0,-0.3333333333333333,0.8333333333333334,-0.5844892263412476,-1.0,media
2020-08-05 04:00:00+00:00,73.84100341796875,74.5,73.56099700927734,73.95449829101562,29134000.0,0.0,0.0,73.95449829101562,,,,,,,,,,,,,,,market
2020-08-06 04:00:00+00:00,73.80750274658203,75.3134994506836,73.59500122070312,75.24749755859375,33306000.0,0.0,0.0,75.24749755859375,,,,,,,,,,,,,,,market
2020-08-06 16:43:22+00:00,,,,,,,,,1096.0,News,nyt://article/b0422b31-eacc-50fb-8455-2104a00da9b2,It’s time to rethink how we treat and enable these brilliant — but damaging — tech personalities.,This article is part of the On Tech newsletter. You can sign up here to receive it weekdays.,It’s time to rethink how we treat and enable these brilliant — but damaging — tech personalities.,The Cult of the Tech Genius,It’s time to rethink how we treat and enable these brilliant — but damaging — tech personalities. This article is part of the On Tech newsletter. You can sign up here to receive it weekdays. It’s time to rethink how we treat and enable these brilliant — but damaging — tech personalities. The Cult of the Tech Genius ,5.0,0.0,0.9,1.0,0.0,0.0,media
2020-08-07 04:00:00+00:00,75.4520034790039,76.00450134277344,74.3134994506836,74.91850280761719,27718000.0,0.0,0.0,74.91850280761719,,,,,,,,,,,,,,,market
2020-08-10 04:00:00+00:00,74.54000091552734,75.35749816894531,73.87449645996094,74.84100341796875,20546000.0,0.0,0.0,74.84100341796875,,,,,,,,,,,,,,,market
2020-08-11 04:00:00+00:00,74.69999694824219,75.52200317382812,73.90950012207031,74.0270004272461,31098000.0,0.0,0.0,74.0270004272461,,,,,,,,,,,,,,,market
2020-08-12 04:00:00+00:00,74.35600280761719,75.58350372314453,74.25,75.36199951171875,22512000.0,0.0,0.0,75.36199951171875,,,,,,,,,,,,,,,market
2020-08-12 20:47:18+00:00,,,,,,,,,460.0,News,nyt://article/fe3e230f-b472-54ba-8e69-688d213a0e30,More tech companies met with government agencies on Wednesday to fight disinformation on social media.,"SAN FRANCISCO — Facebook, Google and other major tech companies said on Wednesday that they had added new partners and met with government agencies in their efforts to secure the November election.",More tech companies met with government agencies on Wednesday to fight disinformation on social media.,"Google, Facebook and Others Broaden Group to Secure U.S. Election","More tech companies met with government agencies on Wednesday to fight disinformation on social media. SAN FRANCISCO — Facebook, Google and other major tech companies said on Wednesday that they had added new partners and met with government agencies in their efforts to secure the November election. More tech companies met with government agencies on Wednesday to fight disinformation on social media. Google, Facebook and Others Broaden Group to Secure U.S. Election ",5.0,2.0,0.2156144781144781,0.406986531986532,0.0,0.0,media
2020-08-13 04:00:00+00:00,75.4104995727539,76.84850311279297,75.4104995727539,75.8324966430664,22388000.0,0.0,0.0,75.8324966430664,,,,,,,,,,,,,,,market
2020-08-14 04:00:00+00:00,75.68049621582031,75.989501953125,74.94999694824219,75.23149871826172,21942000.0,0.0,0.0,75.23149871826172,,,,,,,,,,,,,,,market
2020-08-14 11:58:19+00:00,,,,,,,,,1827.0,News,nyt://article/9864c477-11bb-5055-bf5f-eba7b89f8969,"A gutsy gambit by the maker of Fortnite, which is locked in a fight with Apple and Google.",Want this delivered to your inbox each day? Sign up here.,"A gutsy gambit by the maker of Fortnite, which is locked in a fight with Apple and Google.",An Epic Battle,"A gutsy gambit by the maker of Fortnite, which is locked in a fight with Apple and Google. Want this delivered to your inbox each day? Sign up here. A gutsy gambit by the maker of Fortnite, which is locked in a fight with Apple and Google. An Epic Battle ",5.0,2.0,0.1,0.4,0.0,0.0,media
2020-08-14 22:21:37+00:00,,,,,,,,,1434.0,News,nyt://article/242e4f14-0387-5876-a02d-b2be4b7247ec,App makers like the game company Epic and the music service Spotify are challenging Apple’s right to a large cut of their sales. Regulators have taken notice.,"OAKLAND, Calif. — Twelve years ago, Apple introduced the App Store, a peculiar online marketplace for the year-old iPhone. It had 500 offerings. Apple told app makers it would take a 30 percent cut of their sales, and few complained.",App makers like the game company Epic and the music service Spotify are challenging Apple’s right to a large cut of their sales. Regulators have taken notice.,How Apple’s 30% App Store Cut Became a Boon and a Headache,"App makers like the game company Epic and the music service Spotify are challenging Apple’s right to a large cut of their sales. Regulators have taken notice. OAKLAND, Calif. — Twelve years ago, Apple introduced the App Store, a peculiar online marketplace for the year-old iPhone. It had 500 offerings. Apple told app makers it would take a 30 percent cut of their sales, and few complained. App makers like the game company Epic and the music service Spotify are challenging Apple’s right to a large cut of their sales. Regulators have taken notice. How Apple’s 30% App Store Cut Became a Boon and a Headache ",2.0,0.0,0.075,0.4857142857142857,-0.535876989364624,-1.0,media
2020-08-17 04:00:00+00:00,75.79850006103516,76.18900299072266,75.25,75.81199645996094,19990000.0,0.0,0.0,75.81199645996094,,,,,,,,,,,,,,,market
